TransactionRef,Swiftref,TradeType,TradeStatus,SettlementStatus,Quantity,Amount,ValueDate,TradeDate,Open Quantity,Open Amount,Security ISIN,Balance_Pool,Trade Type (Buy/Sell),Department
500409,CP500409B94,PRINCIPLE,NEW,SETTLED,459000,688500,22-Jul,20-Jul,459000,688500,IN000409,700001409,Sell,A
500410,CP500410B95,PRINCIPLE,NEW,SETTLED,460000,690000,22-Jul,20-Jul,460000,690000,US000410,700001410,Buy,B
500411,CP500411B96,PRINCIPLE,NEW,SETTLED,461000,691500,21-Jul,19-Jul,461000,691500,US000411,700001411,Sell,C
500412,CP500412B97,PRINCIPLE,NEW,SETTLED,462000,693000,21-Jul,19-Jul,462000,693000,EU000412,700001412,Buy,A
500413,CP500413B98,PRINCIPLE,NEW,SETTLED,463000,694500,22-Jul,20-Jul,463000,694500,EU000413,700001413,Sell,B
500414,CP500414B99,PRINCIPLE,NEW,SETTLED,464000,696000,22-Jul,20-Jul,464000,696000,IN000414,700001414,Buy,C
500415,CP500415C10,PRINCIPLE,NEW,SETTLED,465000,697500,23-Jul,21-Jul,465000,697500,IN000415,700001415,Sell,A
500416,CP500416C11,PRINCIPLE,NEW,SETTLED,466000,699000,23-Jul,21-Jul,466000,699000,US000416,700001416,Buy,B
500417,CP500417C12,PRINCIPLE,NEW,SETTLED,467000,700500,24-Jul,22-Jul,467000,700500,US000417,700001417,Sell,C
500418,CP500418C13,PRINCIPLE,NEW,SETTLED,468000,702000,24-Jul,22-Jul,468000,702000,EU000418,700001418,Buy,A
500419,CP500419C14,PRINCIPLE,NEW,SETTLED,469000,703500,25-Jul,23-Jul,469000,703500,EU000419,700001419,Sell,B
500420,CP500420C15,PRINCIPLE,NEW,SETTLED,470000,705000,25-Jul,23-Jul,470000,705000,IN000420,700001420,Buy,C
500421,CP500421C16,PRINCIPLE,NEW,SETTLED,471000,706500,26-Jul,24-Jul,471000,706500,IN000421,700001421,Sell,A
500422,CP500422C17,PRINCIPLE,NEW,SETTLED,472000,708000,26-Jul,24-Jul,472000,708000,US000422,700001422,Buy,B
500423,CP500423C18,PRINCIPLE,NEW,SETTLED,473000,709500,22-Jul,20-Jul,473000,709500,US000423,700001423,Sell,C
500424,CP500424C19,PRINCIPLE,NEW,SETTLED,474000,711000,22-Jul,20-Jul,474000,711000,EU000424,700001424,Buy,A
500425,CP500425C20,PRINCIPLE,NEW,SETTLED,475000,712500,21-Jul,19-Jul,475000,712500,EU000425,700001425,Sell,B
500426,CP500426C21,PRINCIPLE,NEW,SETTLED,476000,714000,21-Jul,19-Jul,476000,714000,IN000426,700001426,Buy,C
500427,CP500427C22,PRINCIPLE,NEW,SETTLED,477000,715500,22-Jul,20-Jul,477000,715500,IN000427,700001427,Sell,A
500428,CP500428C23,PRINCIPLE,NEW,SETTLED,478000,717000,22-Jul,20-Jul,478000,717000,US000428,700001428,Buy,B
500429,CP500429C24,PRINCIPLE,NEW,SETTLED,479000,718500,23-Jul,21-Jul,479000,718500,US000429,700001429,Sell,C
500430,CP500430C25,PRINCIPLE,NEW,SETTLED,480000,720000,23-Jul,21-Jul,480000,720000,EU000430,700001430,Buy,A
500431,CP500431C26,PRINCIPLE,NEW,SETTLED,481000,721500,24-Jul,22-Jul,481000,721500,EU000431,700001431,Sell,B
500432,CP500432C27,PRINCIPLE,NEW,SETTLED,482000,723000,24-Jul,22-Jul,482000,723000,IN000432,700001432,Buy,C
500433,CP500433C28,PRINCIPLE,NEW,SETTLED,483000,724500,25-Jul,23-Jul,483000,724500,IN000433,700001433,Sell,A
500434,CP500434C29,PRINCIPLE,NEW,SETTLED,484000,726000,25-Jul,23-Jul,484000,726000,US000434,700001434,Buy,B
500435,CP500435C30,PRINCIPLE,NEW,SETTLED,485000,727500,26-Jul,24-Jul,485000,727500,US000435,700001435,Sell,C
500436,CP500436C31,PRINCIPLE,NEW,SETTLED,486000,729000,26-Jul,24-Jul,486000,729000,EU000436,700001436,Buy,A
500437,CP500437C32,PRINCIPLE,NEW,SETTLED,487000,730500,22-Jul,20-Jul,487000,730500,EU000437,700001437,Sell,B
500438,CP500438C33,PRINCIPLE,NEW,SETTLED,488000,732000,22-Jul,20-Jul,488000,732000,IN000438,700001438,Buy,C
500439,CP500439C34,PRINCIPLE,NEW,SETTLED,489000,733500,21-Jul,19-Jul,489000,733500,IN000439,700001439,Sell,A
500440,CP500440C35,PRINCIPLE,NEW,SETTLED,490000,735000,21-Jul,19-Jul,490000,735000,US000440,700001440,Buy,B
500441,CP500441C36,PRINCIPLE,NEW,SETTLED,491000,736500,22-Jul,20-Jul,491000,736500,US000441,700001441,Sell,C
500442,CP500442C37,PRINCIPLE,NEW,SETTLED,492000,738000,22-Jul,20-Jul,492000,738000,EU000442,700001442,Buy,A
500443,CP500443C38,PRINCIPLE,NEW,SETTLED,493000,739500,23-Jul,21-Jul,493000,739500,EU000443,700001443,Sell,B
500444,CP500444C39,PRINCIPLE,NEW,SETTLED,494000,741000,23-Jul,21-Jul,494000,741000,IN000444,700001444,Buy,C
500445,CP500445C40,PRINCIPLE,NEW,SETTLED,495000,742500,24-Jul,22-Jul,495000,742500,IN000445,700001445,Sell,A
500446,CP500446C41,PRINCIPLE,NEW,SETTLED,496000,744000,24-Jul,22-Jul,496000,744000,US000446,700001446,Buy,B
500447,CP500447C42,PRINCIPLE,NEW,SETTLED,497000,745500,25-Jul,23-Jul,497000,745500,US000447,700001447,Sell,C
500448,CP500448C43,PRINCIPLE,NEW,SETTLED,498000,747000,25-Jul,23-Jul,498000,747000,EU000448,700001448,Buy,A
500449,CP500449C44,PRINCIPLE,NEW,SETTLED,499000,748500,26-Jul,24-Jul,499000,748500,EU000449,700001449,Sell,B
500450,CP500450C45,PRINCIPLE,NEW,SETTLED,500000,750000,26-Jul,24-Jul,500000,750000,IN000450,700001450,Buy,C
500451,CP500451C46,PRINCIPLE,NEW,SETTLED,501000,751500,22-Jul,20-Jul,501000,751500,IN000451,700001451,Sell,A
500452,CP500452C47,PRINCIPLE,NEW,SETTLED,502000,753000,22-Jul,20-Jul,502000,753000,US000452,700001452,Buy,B
500453,CP500453C48,PRINCIPLE,NEW,SETTLED,503000,754500,21-Jul,19-Jul,503000,754500,US000453,700001453,Sell,C
500454,CP500454C49,PRINCIPLE,NEW,SETTLED,504000,756000,21-Jul,19-Jul,504000,756000,EU000454,700001454,Buy,A
500455,CP500455C50,PRINCIPLE,NEW,SETTLED,505000,757500,22-Jul,20-Jul,505000,757500,EU000455,700001455,Sell,B
500456,CP500456C51,PRINCIPLE,NEW,SETTLED,506000,759000,22-Jul,20-Jul,506000,759000,IN000456,700001456,Buy,C
500457,CP500457C52,PRINCIPLE,NEW,SETTLED,507000,760500,23-Jul,21-Jul,507000,760500,IN000457,700001457,Sell,A
500458,CP500458C53,PRINCIPLE,NEW,SETTLED,508000,762000,23-Jul,21-Jul,508000,762000,US000458,700001458,Buy,B
500459,CP500459C54,PRINCIPLE,NEW,SETTLED,509000,763500,24-Jul,22-Jul,509000,763500,US000459,700001459,Sell,C
500460,CP500460C55,PRINCIPLE,NEW,SETTLED,510000,765000,24-Jul,22-Jul,510000,765000,EU000460,700001460,Buy,A
500461,CP500461C56,PRINCIPLE,NEW,SETTLED,511000,766500,25-Jul,23-Jul,511000,766500,EU000461,700001461,Sell,B
500462,CP500462C57,PRINCIPLE,NEW,SETTLED,512000,768000,25-Jul,23-Jul,512000,768000,IN000462,700001462,Buy,C
500463,CP500463C58,PRINCIPLE,NEW,SETTLED,513000,769500,26-Jul,24-Jul,513000,769500,IN000463,700001463,Sell,A
500464,CP500464C59,PRINCIPLE,NEW,SETTLED,514000,771000,26-Jul,24-Jul,514000,771000,US000464,700001464,Buy,B
500465,CP500465C60,PRINCIPLE,NEW,SETTLED,515000,772500,22-Jul,20-Jul,515000,772500,US000465,700001465,Sell,C
500466,CP500466C61,PRINCIPLE,NEW,SETTLED,516000,774000,22-Jul,20-Jul,516000,774000,EU000466,700001466,Buy,A
500467,CP500467C62,PRINCIPLE,NEW,SETTLED,517000,775500,21-Jul,19-Jul,517000,775500,EU000467,700001467,Sell,B
500468,CP500468C63,PRINCIPLE,NEW,SETTLED,518000,777000,21-Jul,19-Jul,518000,777000,IN000468,700001468,Buy,C
500469,CP500469C64,PRINCIPLE,NEW,SETTLED,519000,778500,22-Jul,20-Jul,519000,778500,IN000469,700001469,Sell,A
500470,CP500470C65,PRINCIPLE,NEW,SETTLED,520000,780000,22-Jul,20-Jul,520000,780000,US000470,700001470,Buy,B
500471,CP500471C66,PRINCIPLE,NEW,SETTLED,521000,781500,23-Jul,21-Jul,521000,781500,US000471,700001471,Sell,C
500472,CP500472C67,PRINCIPLE,NEW,SETTLED,522000,783000,23-Jul,21-Jul,522000,783000,EU000472,700001472,Buy,A
500473,CP500473C68,PRINCIPLE,NEW,SETTLED,523000,784500,24-Jul,22-Jul,523000,784500,EU000473,700001473,Sell,B
500474,CP500474C69,PRINCIPLE,NEW,SETTLED,524000,786000,24-Jul,22-Jul,524000,786000,IN000474,700001474,Buy,C
500475,CP500475X1,PRINCIPLE,NEW,SETTLED,525000,787500,25-Jul,23-Jul,525000,787500,IN000475,700001475,Sell,A
500476,CP500476X2,PRINCIPLE,NEW,SETTLED,526000,789000,25-Jul,23-Jul,526000,789000,US000476,700001476,Buy,B
500477,CP500477X3,PRINCIPLE,NEW,SETTLED,527000,790500,26-Jul,24-Jul,527000,790500,US000477,700001477,Sell,C
500478,CP500478X4,PRINCIPLE,NEW,SETTLED,528000,792000,26-Jul,24-Jul,528000,792000,EU000478,700001478,Buy,A
500479,CP500479X5,PRINCIPLE,NEW,SETTLED,529000,793500,22-Jul,20-Jul,529000,793500,EU000479,700001479,Sell,B
500480,CP500480X6,PRINCIPLE,NEW,SETTLED,530000,795000,22-Jul,20-Jul,530000,795000,IN000480,700001480,Buy,C
500481,CP500481X7,PRINCIPLE,NEW,SETTLED,531000,796500,21-Jul,19-Jul,531000,796500,IN000481,700001481,Sell,A
500482,CP500482X8,PRINCIPLE,NEW,SETTLED,532000,798000,21-Jul,19-Jul,532000,798000,US000482,700001482,Buy,B
500483,CP500483Y1,PRINCIPLE,CANCELLED,,533000,799500,22-Jul,20-Jul,533000,799500,US000483,700001483,Sell,C
500484,CP500484Y2,PRINCIPLE,CANCELLED,,534000,801000,22-Jul,20-Jul,534000,801000,EU000484,700001484,Buy,A
500485,CP500485Y3,PRINCIPLE,CANCELLED,,535000,802500,23-Jul,21-Jul,535000,802500,EU000485,700001485,Sell,B
500486,CP500486Y4,PRINCIPLE,CANCELLED,,536000,804000,23-Jul,21-Jul,536000,804000,IN000486,700001486,Buy,C
500487,CP500487Y5,PRINCIPLE,CANCELLED,,537000,805500,24-Jul,22-Jul,537000,805500,IN000487,700001487,Sell,A
500488,CP500488Y6,PRINCIPLE,CANCELLED,,538000,807000,24-Jul,22-Jul,538000,807000,US000488,700001488,Buy,B
500489,CP500489Z1,PRINCIPLE,NEW,OPEN,539000,808500,25-Jul,23-Jul,539000,808500,US000489,700001489,Sell,C
500490,CP500490Z2,PRINCIPLE,NEW,OPEN,540000,810000,25-Jul,23-Jul,540000,810000,EU000490,700001490,Buy,A
500491,CP500491Z3,PRINCIPLE,NEW,OPEN,541000,811500,26-Jul,24-Jul,541000,811500,EU000491,700001491,Sell,B
500492,CP500492Z4,PRINCIPLE,NEW,OPEN,542000,813000,26-Jul,24-Jul,542000,813000,IN000492,700001492,Buy,C
500493,CP500493Z5,PRINCIPLE,NEW,OPEN,543000,814500,22-Jul,20-Jul,543000,814500,IN000493,700001493,Sell,A
500494,CP500494Z6,PRINCIPLE,NEW,OPEN,544000,816000,22-Jul,20-Jul,544000,816000,US000494,700001494,Buy,B
500495,CP500495Z7,PRINCIPLE,NEW,OPEN,545000,817500,21-Jul,19-Jul,545000,817500,US000495,700001495,Sell,C
500496,CP500496Z8,PRINCIPLE,NEW,OPEN,546000,819000,21-Jul,19-Jul,546000,819000,EU000496,700001496,Buy,A
500497,CP500497Z9,PRINCIPLE,NEW,OPEN,547000,820500,22-Jul,20-Jul,547000,820500,EU000497,700001497,Sell,B
500498,CP500498W1,PRINCIPLE,NEW,SETTLED,548000,822000,22-Jul,20-Jul,548000,822000,IN000498,700001498,Buy,C
500499,CP500499W2,PRINCIPLE,NEW,SETTLED,549000,823500,23-Jul,21-Jul,549000,823500,IN000499,700001499,Sell,A
500500,CP500500W3,PRINCIPLE,NEW,SETTLED,550000,825000,23-Jul,21-Jul,550000,825000,US000500,700001500,Buy,B
500501,CP500501W4,PRINCIPLE,NEW,SETTLED,551000,826500,24-Jul,22-Jul,551000,826500,US000501,700001501,Sell,C
500502,CP500502W5,PRINCIPLE,NEW,SETTLED,552000,828000,24-Jul,22-Jul,552000,828000,EU000502,700001502,Buy,A
500503,CP500503V1,PRINCIPLE,NEW,SETTLED,553000,829500,25-Jul,23-Jul,553000,829500,EU000503,700001503,Sell,B
500504,CP500504V2,PRINCIPLE,NEW,SETTLED,554000,831000,25-Jul,23-Jul,554000,831000,IN000504,700001504,Buy,C
500505,CP500505V3,PRINCIPLE,NEW,SETTLED,555000,832500,26-Jul,24-Jul,555000,832500,IN000505,700001505,Sell,A
500506,CP500506V4,PRINCIPLE,NEW,SETTLED,556000,834000,26-Jul,24-Jul,556000,834000,US000506,700001506,Buy,B
500507,CP500507V5,PRINCIPLE,NEW,SETTLED,557000,835500,22-Jul,20-Jul,557000,835500,US000507,700001507,Sell,C
500508,CP500508V6,PRINCIPLE,NEW,SETTLED,558000,837000,22-Jul,20-Jul,558000,837000,EU000508,700001508,Buy,A
500509,CP500509V7,PRINCIPLE,NEW,SETTLED,559000,838500,21-Jul,19-Jul,559000,838500,EU000509,700001509,Sell,B
500510,CP500510P1,PRINCIPLE,NEW,PARTIALLY SETTLED,560000,840000,21-Jul,19-Jul,280000,420000,IN000510,700001510,Buy,C
500511,CP500511P2,PRINCIPLE,NEW,PARTIALLY SETTLED,561000,841500,22-Jul,20-Jul,280500,420750,IN000511,700001511,Sell,A
500512,CP500512P3,PRINCIPLE,NEW,PARTIALLY SETTLED,562000,843000,22-Jul,20-Jul,281000,421500,US000512,700001512,Buy,B
500513,CP500513P4,PRINCIPLE,NEW,PARTIALLY SETTLED,563000,844500,23-Jul,21-Jul,281500,422250,US000513,700001513,Sell,C
500514,CP500514P5,PRINCIPLE,NEW,PARTIALLY SETTLED,564000,846000,23-Jul,21-Jul,282000,423000,EU000514,700001514,Buy,A
500515,CP500515P6,PRINCIPLE,NEW,PARTIALLY SETTLED,565000,847500,24-Jul,22-Jul,282500,423750,EU000515,700001515,Sell,B
500516,CP500516P7,PRINCIPLE,NEW,PARTIALLY SETTLED,566000,849000,24-Jul,22-Jul,283000,424500,IN000516,700001516,Buy,C
500517,CP500517O1,PRINCIPLE,AMEND,SETTLED,0,0,25-Jul,23-Jul,0,0,,700001517,Sell,A
500518,CP500518O2,PRINCIPLE,NEW,SETTLED,568000,852000,25-Jul,23-Jul,568000,852000,US000518,700001518,Buy,B
500519,CP500519O3,PRINCIPLE,NEW,SETTLED,569000,853500,26-Jul,24-Jul,569000,853500,US000519,700001519,Sell,C
500520,CP500520O4,PRINCIPLE,AMEND,SETTLED,570000,855000,26-Jul,24-Jul,570000,999999,EU000520,700001520,Buy,A
500521,CP500521O5,PRINCIPLE,NEW,SETTLED,571000,856500,22-Jul,20-Jul,571000,856500,EU000521,700001521,Sell,B
500522,CP500522O6,PRINCIPLE,NEW,SETTLED,572000,858000,22-Jul,20-Jul,572000,858000,IN000522,700001522,Buy,C
500523,CP500523O7,PRINCIPLE,NEW,SETTLED,573000,859500,21-Jul,19-Jul,573000,859500,IN000523,700001523,Sell,A
500524,CP500524O8,PRINCIPLE,NEW,SETTLED,574000,861000,21-Jul,19-Jul,574000,861000,US000524,700001524,Buy,B
500525,CP500525O9,PRINCIPLE,NEW,SETTLED,575000,862500,22-Jul,20-Jul,575000,862500,US000525,700001525,Sell,C
500526,CP500526O10,PRINCIPLE,NEW,SETTLED,576000,864000,22-Jul,20-Jul,576000,864000,EU000526,700001526,Buy,A
500527,CP500527O11,PRINCIPLE,NEW,SETTLED,577000,865500,23-Jul,21-Jul,577000,865500,EU000527,700001527,Sell,B
